rep_key,month_key,date_key,team_key,tenure_months,is_ramp_month,team_name,country_code,department_code,target,actual,invoiced_revenue,credit_notes,gross_list_value,discount_value,gross_margin,deals,month_end_revenue,strategic_revenue,employee_code,full_name,year,achievement,variance,discount_rate,avg_deal_size,credit_note_rate,month_end_share,strategic_mix,gross_margin_pct,mom_growth,ytd_actual,ytd_target,ytd_achievement,rolling_3m_achievement,performance_band,rank_in_team,rank_in_company,weighted_invoiced,weighted_clawback,credit_notes_outside_window,weighted_base,plan_id,cap_amount,tier_name,commission_rate,commissionable_base,commission,is_capped,effective_commission_rate,achievement_band
9,202508,20250801,2,74,0,Egypt SME,EG,SME,42277.68,38852.45,38852.45,0.0,40500.0,1647.55,19877.45,9.0,0.0,16702.5,REP-001,Majid Taha,2025,0.918982545872905,-3425.230000000003,0.04068024691358024,4316.938888888889,-0.0,0.0,0.429895669385071,0.5116138107120658,1.935707895460631,394426.73,355683.96,1.1089247038297705,0.7045048185792245,Near Target (80-99%),5.0,23.0,43028.075000000004,0.0,0.0,43028.075000000004,CP2025,63416.520000000004,T1 Approaching,0.005,43028.075000000004,215.14037500000003,0,0.00553736958673134,3 80-99%
9,202509,20250901,2,75,0,Egypt SME,EG,SME,45954.0,81160.22,84030.31999999999,-2870.1,87800.0,3769.68,34910.22,22.0,10656.4,10170.84,REP-001,Majid Taha,2025,1.7661187274230752,35206.22,0.042934851936218675,3819.5599999999995,0.034155528623477815,0.12681613017777393,0.12103773971109477,0.43013954373213875,1.0889344172632616,475586.95,401637.96,1.184118528039531,1.0103051847484508,Exceeding (>=120%),1.0,6.0,86573.03,0.0,-2870.1,86573.03,CP2025,68931.0,T3 Accelerator,0.015,68931.0,1033.965,1,0.012739800360324306,6 150%+
9,202510,20251001,2,76,0,Egypt SME,EG,SME,47792.16,33691.5,33691.5,0.0,35200.0,1508.5,14071.5,10.0,11515.14,2794.2,REP-001,Majid Taha,2025,0.704958721263069,-14100.660000000003,0.042855113636363636,3369.15,-0.0,0.3417817550420729,0.08293486487689773,0.4176572726058501,-0.5848766797330022,509278.45,449430.12,1.1331649289549175,1.129979641803966,Below Target (<80%),10.0,50.0,34390.05,0.0,0.0,34390.05,CP2025,71688.24,T0 Below Gate,0.0,34390.05,0.0,0,0.0,2 60-79%
9,202511,20251101,2,77,0,Egypt SME,EG,SME,49630.32,25357.91,25357.91,0.0,26500.0,1142.09,10487.91,9.0,2588.52,0.0,REP-001,Majid Taha,2025,0.5109358553400422,-24272.41,0.0430977358490566,2817.5455555555554,-0.0,0.10207939061223895,0.0,0.41359520559856866,-0.247349925055281,534636.36,499060.44,1.0712857945622778,0.9779123465717666,Below Target (<80%),13.0,63.0,25357.91,0.0,0.0,25357.91,CP2025,74445.48,T0 Below Gate,0.0,25357.91,0.0,0,0.0,1 <60%
9,202512,20251201,2,78,0,Egypt SME,EG,SME,52387.56,41069.32,44339.72,-3270.3999999999996,46600.0,2260.2799999999997,19815.32,14.0,18460.36,8543.1,REP-001,Majid Taha,2025,0.7839517625940204,-11318.239999999998,0.048503862660944204,3167.1228571428574,0.07375779549352138,0.4163391198681453,0.19267374715041052,0.4824847355641632,0.6195861567455677,575705.68,551448.0,1.0439890615252936,0.6683045408705584,Below Target (<80%),8.0,48.0,46475.495,-3270.3999999999996,0.0,43205.095,CP2025,78581.34,T0 Below Gate,0.0,43205.095,0.0,0,0.0,2 60-79%
10,202401,20240101,1,20,0,Egypt Enterprise,EG,ENT,67724.8,15283.8,15283.8,0.0,18000.0,2716.2,5383.8,1.0,0.0,0.0,REP-002,Khaled Al-Otaibi,2024,0.22567508505008502,-52441.0,0.15089999999999998,15283.8,-0.0,0.0,0.0,0.3522553291720646,,15283.8,67724.8,0.22567508505008502,0.22567508505008502,Below Target (<80%),7.0,66.0,15283.8,0.0,0.0,15283.8,CP2024,101587.20000000001,T0 Below Gate,0.0,15283.8,0.0,0,0.0,1 <60%
10,202402,20240201,1,21,0,Egypt Enterprise,EG,ENT,73112.0,89499.37,89499.37,0.0,102900.0,13400.63,44385.369999999995,8.0,8544.91,46086.72,REP-002,Khaled Al-Otaibi,2024,1.2241406335485283,16387.369999999995,0.1302296404275996,11187.42125,-0.0,0.09547452680393169,0.5149390437050004,0.4959294126874859,4.855832319187637,104783.17,140836.8,0.7440041949263261,0.7440041949263261,Exceeding (>=120%),3.0,26.0,101021.05,0.0,0.0,101021.05,CP2024,109668.0,T3 Accelerator,0.015,101021.05,1515.31575,0,0.016931021413893754,5 120-149%
10,202403,20240301,1,22,0,Egypt Enterprise,EG,ENT,76960.0,119820.18,119820.18,0.0,137100.0,17279.82,56730.18,8.0,18504.72,42936.24,REP-002,Khaled Al-Otaibi,2024,1.5569150207900206,42860.17999999999,0.12603807439824946,14977.5225,-0.0,0.15443742448058417,0.3583389709479655,0.4734609812804488,0.3387823847251662,224603.34999999998,217796.8,1.0312518365742747,1.0312518365742747,Exceeding (>=120%),2.0,9.0,130554.23999999999,0.0,0.0,130554.23999999999,CP2024,115440.0,T3 Accelerator,0.015,115440.0,1731.6,1,0.014451655806225629,6 150%+
10,202404,20240401,1,23,0,Egypt Enterprise,EG,ENT,76960.0,110335.74,110335.74,0.0,127200.0,16864.260000000002,55435.74,8.0,40171.08,82508.52,REP-002,Khaled Al-Otaibi,2024,1.4336764553014554,33375.740000000005,0.1325806603773585,13791.9675,-0.0,0.36408039679617865,0.7477950480959298,0.5024277718171827,-0.07915561468861079,334939.08999999997,294756.8,1.1363235385918153,1.407974602699179,Exceeding (>=120%),1.0,12.0,130962.87,0.0,0.0,130962.87,CP2024,115440.0,T3 Accelerator,0.015,115440.0,1731.6,1,0.015693917492192466,5 120-149%
10,202405,20240501,1,24,0,Egypt Enterprise,EG,ENT,76960.0,73537.38,73537.38,0.0,85800.0,12262.62,32587.38,7.0,14656.919999999998,26491.559999999998,REP-002,Khaled Al-Otaibi,2024,0.9555272869022869,-3422.6199999999953,0.14292097902097903,10505.34,-0.0,0.19931251290160185,0.3602461768423079,0.4431403457670099,-0.3335126043474218,408476.47,371716.8,1.098891602424211,1.3153729209979212,Near Target (80-99%),5.0,34.0,80160.27,0.0,0.0,80160.27,CP2024,115440.0,T1 Approaching,0.005,80160.27,400.80135,0,0.005450307721052885,3 80-99%
10,202406,20240601,1,25,0,Egypt Enterprise,EG,ENT,80038.4,58192.76,58192.76,0.0,68800.0,10607.24,25872.76,5.0,29634.2,29506.56,REP-002,Khaled Al-Otaibi,2024,0.7270605109547418,-21845.639999999992,0.154175,11638.552,-0.0,0.5092420431682567,0.5070486431645449,0.44460444907579566,-0.20866421947586386,466669.23,451755.2,1.0330135214824312,1.0346535110515374,Below Target (<80%),5.0,53.0,65569.4,0.0,0.0,65569.4,CP2024,120057.59999999999,T0 Below Gate,0.0,65569.4,0.0,0,0.0,2 60-79%
10,202407,20240701,1,26,0,Egypt Enterprise,EG,ENT,73112.0,114824.42,114824.42,0.0,132050.0,17225.58,60526.92,9.0,0.0,76216.92,REP-002,Khaled Al-Otaibi,2024,1.5705276835539994,41712.42,0.13044740628549792,12758.268888888888,-0.0,0.0,0.663769257445411,0.5271258500587245,0.9731736387825564,581493.65,524867.2,1.107887195084776,1.0714620460439856,Exceeding (>=120%),2.0,10.0,133878.65,0.0,0.0,133878.65,CP2024,109668.0,T3 Accelerator,0.015,109668.0,1645.02,1,0.014326395029907402,6 150%+
10,202408,20240801,1,27,0,Egypt Enterprise,EG,ENT,70803.2,68107.3,68107.3,0.0,78400.0,10292.7,34083.3,7.0,16145.06,30013.92,REP-002,Khaled Al-Otaibi,2024,0.9619240373316461,-2695.899999999994,0.13128443877551021,9729.614285714286,-0.0,0.2370532967831642,0.4406858002005658,0.5004353424669602,-0.4068570082914418,649600.95,595670.4,1.0905375690986154,1.076671596259225,Near Target (80-99%),2.0,23.0,75610.78,0.0,0.0,75610.78,CP2024,106204.79999999999,T1 Approaching,0.005,75610.78,378.0539,0,0.0055508572502507075,3 80-99%
10,202409,20240901,1,28,0,Egypt Enterprise,EG,ENT,76960.0,137119.55,137119.55,0.0,158650.0,21530.45,68027.05,12.0,13669.14,62565.84,REP-002,Khaled Al-Otaibi,2024,1.7816989345114345,60159.54999999999,0.13571036873621178,11426.629166666666,-0.0,0.09968775422614792,0.45628679499021113,0.49611488660807307,1.0132871219384703,786720.5,672630.4,1.1696178168575193,1.449014058617717,Exceeding (>=120%),1.0,5.0,152761.01,0.0,0.0,152761.01,CP2024,115440.0,T3 Accelerator,0.015,115440.0,1731.6,1,0.012628396169619869,6 150%+
10,202410,20241001,1,29,0,Egypt Enterprise,EG,ENT,80038.4,64143.54,64143.54,0.0,75300.0,11156.46,28203.54,6.0,20868.66,38729.4,REP-002,Khaled Al-Otaibi,2024,0.8014095734047658,-15894.859999999993,0.14816015936254978,10690.59,-0.0,0.3253431288637952,0.6037926812271353,0.4396941609396675,-0.5322071870860136,850864.04,752668.8,1.1304627480240976,1.1824780422964543,Near Target (80-99%),6.0,40.0,73825.89,0.0,0.0,73825.89,CP2024,120057.59999999999,T1 Approaching,0.005,73825.89,369.12945,0,0.005754740851533919,3 80-99%
10,202411,20241101,1,30,0,Egypt Enterprise,EG,ENT,83116.8,43664.67,54289.47,-10624.8,62900.0,8610.53,16262.67,5.0,20628.12,13266.36,REP-002,Khaled Al-Otaibi,2024,0.5253410862785862,-39452.130000000005,0.13689236883942768,10857.894,0.19570646020305593,0.3799653966045349,0.2443634096998921,0.3724445873517423,-0.31926628932547224,894528.71,835785.6,1.0702849032096269,1.0200427128311742,Below Target (<80%),6.0,56.0,57606.06,0.0,-10624.8,57606.06,CP2024,124675.20000000001,T0 Below Gate,0.0,57606.06,0.0,0,0.0,1 <60%
10,202412,20241201,1,31,0,Egypt Enterprise,EG,ENT,87734.4,106005.13,106005.13,0.0,122100.0,16094.87,53407.13,10.0,10015.4,58723.380000000005,REP-002,Khaled Al-Otaibi,2024,1.208250469599154,18270.73000000001,0.13181711711711713,10600.513,-0.0,0.09448033316878154,0.5539673410145339,0.5038164662408319,1.4277094044223857,1000533.84,923520.0,1.083391632016632,0.8522208174432101,Exceeding (>=120%),3.0,30.0,120685.975,0.0,0.0,120685.975,CP2024,131601.59999999998,T3 Accelerator,0.015,120685.975,1810.2896250000001,0,0.0170773775288045,5 120-149%
10,202501,20250101,1,32,0,Egypt Enterprise,EG,ENT,77883.52,114886.4,114886.4,0.0,131900.0,17013.6,51056.4,9.0,20759.46,37663.02,REP-002,Khaled Al-Otaibi,2025,1.4751053881488663,37002.87999999999,0.12898862774829414,12765.155555555555,-0.0,0.18069553924572448,0.32782835914433733,0.4444076931647262,0.08378151132874408,114886.4,77883.52,1.4751053881488663,1.0636078469463368,Exceeding (>=120%),3.0,12.0,124302.155,0.0,0.0,124302.155,CP2025,116825.28,T3 Accelerator,0.015,116825.28,1752.3791999999999,1,0.015253147456966185,5 120-149%
10,202502,20250201,1,33,0,Egypt Enterprise,EG,ENT,84078.8,108133.69,113290.09,-5156.4,133000.0,19709.91,42101.69,11.0,66287.68,30045.78,REP-002,Khaled Al-Otaibi,2025,1.286099349657702,24054.89,0.14819481203007517,10299.09909090909,0.04551501371390913,0.5851145497368746,0.2652110171330961,0.3893484999910759,-0.058777279120940266,223020.09,161962.32,1.3769874993146554,1.3176994075052328,Exceeding (>=120%),3.0,17.0,120801.535,-6445.5,0.0,114356.035,CP2025,126118.20000000001,T3 Accelerator,0.015,114356.035,1715.340525,0,0.01586314612032568,5 120-149%
10,202503,20250301,1,34,0,Egypt Enterprise,EG,ENT,88504.0,90415.22,90415.22,0.0,105400.0,14984.78,44650.22,6.0,3952.8,28388.4,REP-002,Khaled Al-Otaibi,2025,1.0215947301816868,1911.2200000000012,0.14217058823529413,15069.203333333333,-0.0,0.04371830317948682,0.313978111207383,0.4938352193358596,-0.16385707359103346,313435.31,250466.32,1.2514070155220869,1.2514070155220869,On Target (100-119%),2.0,19.0,97512.32,0.0,0.0,97512.32,CP2025,132756.0,T2 On Target,0.01,97512.32,975.1232000000001,0,0.010784945278018458,4 100-119%
10,202504,20250401,1,35,0,Egypt Enterprise,EG,ENT,88504.0,14846.54,14846.54,0.0,17200.0,2353.46,6646.54,3.0,0.0,10806.54,REP-002,Khaled Al-Otaibi,2025,0.16774993220645396,-73657.45999999999,0.13682906976744186,4948.846666666667,-0.0,0.0,0.727882725537398,0.4476827597541245,-0.8357960086808393,328281.85,338970.32,0.9684678292777963,0.8173352693433755,Below Target (<80%),8.0,70.0,17548.175,0.0,0.0,17548.175,CP2025,132756.0,T0 Below Gate,0.0,17548.175,0.0,0,0.0,1 <60%
10,202505,20250501,1,36,0,Egypt Enterprise,EG,ENT,88504.0,47935.14,55599.94,-7664.8,63800.0,8200.06,27003.14,4.0,0.0,24753.78,REP-002,Khaled Al-Otaibi,2025,0.5416155202024767,-40568.86,0.12852758620689655,13899.985,0.13785626387366604,0.0,0.44521235094858014,0.5633266117507949,2.2287078336097164,376216.99,427474.32,0.8800926100075438,0.5769867275302057,Below Target (<80%),6.0,62.0,61788.385,0.0,-7664.8,61788.385,CP2025,132756.0,T0 Below Gate,0.0,61788.385,0.0,0,0.0,1 <60%
10,202506,20250601,1,37,0,Egypt Enterprise,EG,ENT,92044.16,59741.64,59741.64,0.0,69400.0,9658.36,26636.64,6.0,10192.68,22895.22,REP-002,Khaled Al-Otaibi,2025,0.6490541062029356,-32302.520000000004,0.13916945244956774,9956.94,-0.0,0.1706126581058036,0.38323721946702505,0.44586388990995224,0.24630156498969233,435958.63,519518.48,0.8391590420421619,0.45538872462499463,Below Target (<80%),7.0,62.0,65465.445,0.0,0.0,65465.445,CP2025,138066.24,T0 Below Gate,0.0,65465.445,0.0,0,0.0,2 60-79%
10,202507,20250701,1,38,0,Egypt Enterprise,EG,ENT,84078.8,76212.81,76212.81,0.0,88650.0,12437.19,34775.31,8.0,0.0,27636.42,REP-002,Khaled Al-Otaibi,2025,0.9064450253809521,-7865.990000000005,0.14029543147208123,9526.60125,-0.0,0.0,0.362621716742894,0.4562921902499068,0.2757066930201447,512171.44,603597.28,0.8485317230057763,0.6949011922292422,Near Target (80-99%),4.0,33.0,83121.91500000001,0.0,0.0,83121.91500000001,CP2025,126118.20000000001,T1 Approaching,0.005,83121.91500000001,415.60957500000006,0,0.0054532771459286184,3 80-99%
10,202508,20250801,1,39,0,Egypt Enterprise,EG,ENT,81423.68,42042.09,42042.09,0.0,48450.0,6407.91,18238.59,4.0,10313.04,19226.28,REP-002,Khaled Al-Otaibi,2025,0.516337384898349,-39381.59,0.13225820433436533,10510.5225,-0.0,0.24530274303679958,0.4573102811967721,0.4338173958525849,-0.44835927188618296,554213.53,685020.96,0.8090460910860305,0.691123518443106,Below Target (<80%),5.0,58.0,46848.659999999996,0.0,0.0,46848.659999999996,CP2025,122135.51999999999,T0 Below Gate,0.0,46848.659999999996,0.0,0,0.0,1 <60%
10,202509,20250901,1,40,0,Egypt Enterprise,EG,ENT,88504.0,8378.7,10971.6,-2592.9,12800.0,1828.4,3318.7,2.0,6764.88,4206.72,REP-002,Khaled Al-Otaibi,2025,0.0946702973876887,-80125.3,0.14284375000000002,5485.8,0.23632833861970906,0.6165809909220168,0.38341900907798315,0.39608769856899034,-0.8007068630508142,562592.23,773524.96,0.7273097302509799,0.49854476153521754,Below Target (<80%),9.0,75.0,12023.28,-2592.9,0.0,9430.380000000001,CP2025,132756.0,T0 Below Gate,0.0,9430.380000000001,0.0,0,0.0,1 <60%
10,202510,20251001,1,41,0,Egypt Enterprise,EG,ENT,92044.16,158163.29,158163.29,0.0,181800.0,23636.71,61820.29,10.0,9650.88,37338.42,REP-002,Khaled Al-Otaibi,2025,1.7183413917841175,66119.13,0.13001490649064906,15816.329000000002,-0.0,0.06101845757002145,0.23607513475472086,0.3908637080070856,17.87682934106723,720755.52,865569.12,0.8326955102095139,0.796208019915423,Exceeding (>=120%),1.0,5.0,167497.895,0.0,0.0,167497.895,CP2025,138066.24,T3 Accelerator,0.015,138066.24,2070.9936,1,0.013094022007255917,6 150%+
